ENTREZID	GENETITLE	SYMBOL	CHR_Mapping	BP_Mapping	process_jetset_score	specificity_jetset_score	coverage_jetset_score	robust_jetset_score	overall_jetset_score	top_probe_indicator
64900	lipin 3	LPIN3	20	41350718.5	1907	0.818181818	0.571428571	0.041544718	0.019423504	1
90187	elastin microfibril interfacer 3	EMILIN3	20	41363411.5	192	1	1	0.725955208	0.725955208	1
84181	chromodomain helicase DNA binding protein 6	CHD6	20	41510298	380	0.909090909	0.75	0.530539058	0.361731176	1
11122	protein tyrosine phosphatase, receptor type T	PTPRT	20	42631334	442	0.909090909	1	0.478412839	0.434920763	1
101927159	uncharacterized LOC101927159	LOC101927159	20	42687022	359	1	1	0.549452748	0.549452748	1
6431	serine and arginine rich splicing factor 6	SRSF6	20	43460733.5	337	1	1	0.569990695	0.569990695	1
26013	l(3)mbt-like 1 (Drosophila)	L3MBTL1	20	43526476	245	0.636363636	1	0.664530841	0.422883262	1
10110	SGK2, serine/threonine kinase 2	SGK2	20	43574517.17	393	0.545454545	1	0.519158296	0.283177252	1
51098	intraflagellar transport 52	IFT52	20	43618954	415	0.818181818	1	0.500451946	0.409460683	1
4605	MYB proto-oncogene like 2	MYBL2	20	43691757	359	0.909090909	1	0.549452748	0.499502498	1
149699	gametocyte specific factor 1 like	GTSF1L	20	43726581	279	0.909090909	1	0.627891479	0.570810436	1
84969	TOX high mobility group box family member 2	TOX2	20	43997621.5	328	1	1	0.578612242	0.578612242	1
57158	junctophilin 2	JPH2	20	44165917	371	1	0.333333333	0.538563869	0.17952129	1
51526	oxidative stress responsive serine rich 1	OSER1	20	44203423	791	0.727272727	1	0.267286766	0.194390375	1
100505783	OSER1 antisense RNA 1 (head to head)	OSER1-AS1	20	44218534.33	456	0.818181818	1	0.467370003	0.382393639	1
78997	ganglioside induced differentiation associated protein 1 like 1	GDAP1L1	20	44264047.25	1833	1	0.875	0.047002774	0.041127427	1
128486	fat storage inducing transmembrane protein 2	FITM2	20	44307044.5	358	1	1	0.550370032	0.550370032	1
140902	R3H domain containing like	R3HDML	20	44343974.5	339	0.909090909	1	0.568092309	0.516447554	1
101927219	HNF4A antisense RNA 1	HNF4A-AS1	20	44386724	308	1	1	0.598241005	0.598241005	1
3172	hepatocyte nuclear factor 4 alpha	HNF4A	20	44403634	287	0.909090909	0.727272727	0.619568266	0.409631912	1
140834	long intergenic non-protein coding RNA 1620	LINC01620	20	44461108.25	366.5	0.909090909	0.666666667	0.542621678	0.328861623	1
79183	alpha tocopherol transfer protein like	TTPAL	20	44485244	347	1	1	0.560561783	0.560561783	1
10955	serine incorporator 3	SERINC3	20	44509472.75	257	1	0.666666667	0.65136138	0.43424092	1
11142	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	PKIG	20	44588100.5	229	0.909090909	1	0.682505239	0.620459308	1
100	adenosine deaminase	ADA	20	44635638	204	0.727272727	1	0.711568459	0.517504334	1
79015	long intergenic non-protein coding RNA 1260	LINC01260	20	44664094.5	413.5	0.818181818	0.5	0.501705687	0.205243236	1
8839	WNT1 inducible signaling pathway protein 2	WISP2	20	44721327.5	411.5	0.909090909	0.8	0.50338223	0.366096167	1
60598	potassium two pore domain channel subfamily K member 15	KCNK15	20	44749079.5	1696.5	0.454545455	0.5	0.059021183	0.013413905	1
140730	regulating synaptic membrane exocytosis 4	RIMS4	20	44781070.5	330	0.909090909	1	0.576685142	0.52425922	1
7529	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	YWHAB	20	44897065	244	1	0.75	0.665640241	0.499230181	1
80336	poly(A) binding protein cytoplasmic 1 like	PABPC1L	20	44935162.17	181	0.909090909	0.666666667	0.739398445	0.44812027	1
10953	translocase of outer mitochondrial membrane 34	TOMM34	20	44951301	520	0.909090909	1	0.42004657	0.381860518	1
100505826	STK4 antisense RNA 1 (head to head)	STK4-AS1	20	44965128	274	0.909090909	1	0.633150173	0.575591066	1
6789	serine/threonine kinase 4	STK4	20	45023225	438	0.363636364	0.833333333	0.481615592	0.145944119	1
3787	potassium voltage-gated channel modifier subfamily S member 1	KCNS1	20	45096163.5	1445	1	1	0.089784537	0.089784537	1
149708	WAP four-disulfide core domain 5	WFDC5	20	45112311.5	359	0.727272727	1	0.549452748	0.399601999	1
128488	WAP four-disulfide core domain 12	WFDC12	20	45123945	425	0.909090909	1	0.49217336	0.447430327	1
5266	peptidase inhibitor 3	PI3	20	45175721	331	0.727272727	1	0.575724	0.418708363	1
6406	semenogelin I	SEMG1	20	45208368	218	0.909090909	0.5	0.69514387	0.315974486	1
6407	semenogelin II	SEMG2	20	45222913	357	0.636363636	1	0.551288846	0.350820175	1
6590	secretory leukocyte peptidase inhibitor	SLPI	20	45253401	344	1	1	0.563373961	0.563373961	1
8785	matrilin 4	MATN4	20	45300914.67	331	0.909090909	1	0.575724	0.523385454	1
11317	recombination signal binding protein for immunoglobulin kappa J region like	RBPJL	20	45312333	1332	1	0.875	0.108408145	0.094857127	1
6385	syndecan 4	SDC4	20	45336856	406	0.818181818	1	0.508021666	0.41565409	1
90196	SYS1, golgi trafficking protein	SYS1	20	45367230	404	0.909090909	0.666666667	0.509719314	0.308920797	1
27296	TP53 target 5	TP53TG5	20	45376098	182	1	1	0.738166114	0.738166114	1
51604	phosphatidylinositol glycan anchor biosynthesis class T	PIGT	20	45421155.5	302.5	0.909090909	1	0.60375471	0.548867918	1
10406	WAP four-disulfide core domain 2	WFDC2	20	45475642.5	311	0.454545455	0.2	0.595254783	0.054114071	1
10816	serine peptidase inhibitor, Kunitz type 3	SPINT3	20	45514042	221	1	1	0.69167394	0.69167394	1
140870	WAP four-disulfide core domain 6	WFDC6	20	45536845.5	519	0.909090909	1	0.420747817	0.382498015	1
57119	epididymal peptidase inhibitor	EPPIN	20	45544330.25	846.5	0.909090909	0.666666667	0.243652966	0.147668464	1
90199	WAP four-disulfide core domain 8	WFDC8	20	45565391	569.5	0.727272727	1	0.386757066	0.281277866	1
259240	WAP four-disulfide core domain 9	WFDC9	20	45619603	328	0.909090909	1	0.578612242	0.526011129	1
140832	WAP four-disulfide core domain 10A	WFDC10A	20	45630468.5	194	0.636363636	1	0.723537374	0.460432874	1
259239	WAP four-disulfide core domain 11	WFDC11	20	45659400.5	369	1	1	0.54036358	0.54036358	1
280664	WAP four-disulfide core domain 10B	WFDC10B	20	45694834.5	307	0.909090909	1	0.599239738	0.544763399	1
164237	WAP four-disulfide core domain 13	WFDC13	20	45705416	380	1	1	0.530539058	0.530539058	1
140686	WAP four-disulfide core domain 3	WFDC3	20	45783057.5	275	1	0.333333333	0.632094922	0.210698307	1
116092	deoxynucleotidyltransferase terminal interacting protein 1	DNTTIP1	20	45801681.5	469	0.909090909	1	0.4573443	0.415767545	1
11065	ubiquitin conjugating enzyme E2 C	UBE2C	20	45814880.25	344	1	0.4	0.563373961	0.225349584	1
7125	troponin C2, fast skeletal type	TNNC2	20	45825264.5	374	0.909090909	1	0.535875535	0.487159577	1
90203	sorting nexin family member 21	SNX21	20	45838552.5	450	1	0.6	0.472071088	0.283242653	1
10005	acyl-CoA thioesterase 8	ACOT8	20	45849564.5	388	0.818181818	0.714285714	0.523506331	0.305945258	1
140831	zinc finger SWIM-type containing 3	ZSWIM3	20	45868355	289	0.909090909	1	0.61750476	0.561367964	1
90204	zinc finger SWIM-type containing 1	ZSWIM1	20	45883237	164	0.909090909	0.25	0.760665657	0.172878558	1
128497	spermatogenesis associated 25	SPATA25	20	45887044.5	480	0.818181818	1	0.449029178	0.367387509	1
140825	neuralized E3 ubiquitin protein ligase 2	NEURL2	20	45889879	368	0.909090909	1	0.541265689	0.492059717	1
5476	cathepsin A	CTSA	20	45894481	334	1	1	0.572850175	0.572850175	1
5360	phospholipid transfer protein	PLTP	20	45905149	485	1	1	0.445299721	0.445299721	1
63935	PDX1 C-terminal inhibiting factor 1	PCIF1	20	45941350	275	1	0.833333333	0.632094922	0.526745769	1
63925	zinc finger protein 335	ZNF335	20	45960423	377	0.909090909	0.5	0.53320062	0.242363918	1
4318	matrix metallopeptidase 9	MMP9	20	46012734	327	1	1	0.579578205	0.579578205	1
57468	solute carrier family 12 member 5	SLC12A5	20	46042792.5	215	0.636363636	1	0.698631207	0.444583495	1
57727	nuclear receptor coactivator 5	NCOA5	20	46075463.5	381	1	0.25	0.529654826	0.132413707	1
958	CD40 molecule	CD40	20	46123999	533	0.818181818	0.916666667	0.411036017	0.308277013	1
64405	cadherin 22	CDH22	20	46241115	402	1	1	0.511422636	0.511422636	1
51006	solute carrier family 35 member C2	SLC35C2	20	46356992.5	379	0.727272727	1	0.531424766	0.386490739	1
63916	engulfment and cell motility 2	ELMO2	20	46386547.5	284	0.9375	0.923076923	0.622676463	0.538854631	1
55713	zinc finger protein 334	ZNF334	20	46506594	164	1	0.736842105	0.760665657	0.560490484	1
64849	solute carrier family 13 member 3	SLC13A3	20	46612897.5	341	0.727272727	1	0.566200246	0.411781997	1
112858	TP53 regulating kinase	TP53RK	20	46687000.5	407	0.636363636	1	0.507174963	0.322747704	1
81031	solute carrier family 2 member 10	SLC2A10	20	46722992.5	390	0.909090909	0.777777778	0.521762764	0.368923167	1
2139	EYA transcriptional coactivator and phosphatase 2	EYA2	20	47041733.5	401	0.818181818	0.571428571	0.51227643	0.239505863	1
23613	zinc finger MYND-type containing 8	ZMYND8	20	47305279	524	1	0.962962963	0.417253253	0.401799429	1
100131496	uncharacterized LOC100131496	LOC100131496	20	47319627.5	506	1	1	0.429971267	0.429971267	1
101927377	uncharacterized LOC101927377	LOC101927377	20	47353596	1349	1	1	0.105377195	0.105377195	1
8202	nuclear receptor coactivator 3	NCOA3	20	47579366.5	390	0.909090909	1	0.521762764	0.474329786	1
55959	sulfatase 2	SULF2	20	47721872.5	644	0.909090909	1	0.341561075	0.310510068	1
101060004	long intergenic non-protein coding RNA 1523	LINC01523	20	47983769	267.5	0.636363636	1	0.640052372	0.407306055	1
284749	long intergenic non-protein coding RNA 494	LINC00494	20	48365274	315	1	1	0.591296328	0.591296328	1
57580	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	PREX1	20	48726068.5	211.5	1	1	0.702721885	0.702721885	1
10564	ADP ribosylation factor guanine nucleotide exchange factor 2	ARFGEF2	20	48979215	686	0.909090909	1	0.318450838	0.289500762	1
1434	chromosome segregation 1 like	CSE1L	20	49071602.5	258	0.909090909	0.8	0.650275778	0.472927839	1
6780	staufen double-stranded RNA binding protein 1	STAU1	20	49158585.25	319	1	1	0.587364196	0.587364196	1
55661	DEAD-box helicase 27	DDX27	20	49231685.5	253	0.909090909	0.5	0.655721944	0.298055429	1
57169	zinc finger NFX1-type containing 1	ZNFX1	20	49262059.5	330	0.727272727	1	0.576685142	0.419407376	1
441951	ZNFX1 antisense RNA 1	ZFAS1	20	49283833.5	333.5	0.909090909	1	0.573328147	0.521207407	1
3745	potassium voltage-gated channel subfamily B member 1	KCNB1	20	49423260	174	1	1	0.748082558	0.748082558	1
5740	prostaglandin I2 synthase	PTGIS	20	49536021.5	231	1	1	0.680232117	0.680232117	1
9334	beta-1,4-galactosyltransferase 5	B4GALT5	20	49673414.5	312	1	1	0.594262692	0.594262692	1
23315	solute carrier family 9 member A8	SLC9A8	20	49852477	339	0.909090909	0.85	0.568092309	0.438980421	1
9825	spermatogenesis associated 2	SPATA2	20	49909015.5	315.5	1	1	0.590803375	0.590803375	1
55905	ring finger protein 114	RNF114	20	49945130.5	173	1	1	0.749331444	0.749331444	1
6615	snail family transcriptional repressor 1	SNAI1	20	49985929	395.5	0.636363636	1	0.51699784	0.328998625	1
387521	transmembrane protein 189	TMEM189	20	50138767	782	0.909090909	1	0.271329684	0.246663349	1
101927559	CEBPB antisense RNA 1	CEBPB-AS1	20	50188335.5	2796.5	0.181818182	0	0.00942187	0	1
1051	CCAAT/enhancer binding protein beta	CEBPB	20	50191636.5	283	1	1	0.623715989	0.623715989	1
100506115	long intergenic non-protein coding RNA 1272	LINC01272	20	50273640	1548.5	0.181818182	0	0.075548049	0	1
284751	long intergenic non-protein coding RNA 1270	LINC01270	20	50303819	522	0.909090909	0.5	0.418647582	0.190294355	1
101927586	long intergenic non-protein coding RNA 1271	LINC01271	20	50316026	236.5	0.818181818	1	0.674019994	0.551470904	1
5770	protein tyrosine phosphatase, non-receptor type 1	PTPN1	20	50547541	602	0.818181818	1	0.366348441	0.299739633	1
140876	family with sequence similarity 65 member C	FAM65C	20	50625166.5	348	0.909090909	0.705882353	0.559627513	0.35911926	1
100506175	uncharacterized LOC100506175	LOC100506175	20	50652880.5	283	0.818181818	1	0.623715989	0.510313082	1
84612	par-6 family cell polarity regulator beta	PARD6B	20	50742642	306	0.818181818	1	0.600240139	0.491105568	1
55653	breast carcinoma amplified sequence 4	BCAS4	20	50836035	293.5	0.818181818	0.666666667	0.612886963	0.33430198	1
23394	activity dependent neuroprotector homeobox	ADNP	20	50904653.75	348	0.909090909	0.888888889	0.559627513	0.452224253	1
8813	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	DPM1	20	50946713.75	313	0.909090909	0.833333333	0.593272254	0.449448677	1
27304	molybdenum cofactor synthesis 3	MOCS3	20	50960337.5	1911	0.727272727	1	0.041268445	0.030013414	1
3755	potassium voltage-gated channel modifier subfamily G member 1	KCNG1	20	51013396.5	226	0.818181818	0.9	0.685929172	0.505093299	1
4773	nuclear factor of activated T-cells 2	NFATC2	20	51469865.5	320	0.909090909	0.692307692	0.586385256	0.369053658	1
10079	ATPase phospholipid transporting 9A (putative)	ATP9A	20	51682592.5	344	0.818181818	1	0.563373961	0.460942332	1
57167	spalt like transcription factor 4	SALL4	20	51792619.5	488	0.909090909	1	0.443076931	0.40279721	1
55734	ZFP64 zinc finger protein	ZFP64	20	52134791.83	335	0.909090909	0.615384615	0.571895424	0.319941496	1
128553	teashirt zinc finger homeobox 2	TSHZ2	20	53287087	430	1	0.75	0.488085564	0.366064173	1
101927770	uncharacterized LOC101927770	LOC101927770	20	53564038.5	230	0.818181818	1	0.68136773	0.557482688	1
7764	zinc finger protein 217	ZNF217	20	53575083.5	347	0.818181818	0.8	0.560561783	0.366913167	1
8537	breast carcinoma amplified sequence 1	BCAS1	20	54004214.75	549	0.818181818	1	0.400211009	0.327445371	1
1591	cytochrome P450 family 24 subfamily A member 1	CYP24A1	20	54163712.5	534.5	0.727272727	0.833333333	0.410008856	0.248490216	1
5203	prefoldin subunit 4	PFDN4	20	54213957.5	292.5	0.909090909	1	0.613910147	0.558100134	1
55816	docking protein 5	DOK5	20	54537359.17	304	0.818181818	0.75	0.602245952	0.369560016	1
140689	cerebellin 4 precursor	CBLN4	20	56001414	340	0.909090909	1	0.567145489	0.515586808	1
4159	melanocortin 3 receptor	MC3R	20	56249273	382	0.909090909	1	0.528772068	0.48070188	1
116151	family with sequence similarity 210 member B	FAM210B	20	56363794	644	1	1	0.341561075	0.341561075	1
6790	aurora kinase A	AURKA	20	56380862.5	130	0.727272727	1	0.805052792	0.58549294	1
1477	cleavage stimulation factor subunit 1	CSTF1	20	56398519.17	437	0.6875	1	0.482419625	0.331663492	1
57091	Cas scaffolding protein family member 4	CASS4	20	56435762	859	0.909090909	1	0.238625226	0.216932024	1
51507	replication termination factor 2 domain containing 1	RTFDC1	20	56493735	370	0.818181818	1	0.539462974	0.441378797	1
140687	glucosaminyl (N-acetyl) transferase family member 7	GCNT7	20	56508708	377	0.818181818	1	0.53320062	0.436255053	1
200232	family with sequence similarity 209 member A	FAM209A	20	56525440	472.5	0.090909091	0	0.454682012	0	1
388799	family with sequence similarity 209 member B	FAM209B	20	56534881.5	1545.5	0.090909091	1	0.075927051	0.006902459	1
7022	transcription factor AP-2 gamma	TFAP2C	20	56634291.5	389	0.727272727	1	0.52263382	0.380097324	1
655	bone morphogenetic protein 7	BMP7	20	57217701.5	351	0.818181818	1	0.556834037	0.455591485	1
23626	SPO11, initiator of meiotic double stranded breaks	SPO11	20	57336883.5	232	1	0.875	0.679098397	0.594211097	1
8480	ribonucleic acid export 1	RAE1	20	57364893.75	121	1	0.875	0.817229834	0.715076105	1
55544	RNA binding motif protein 38	RBM38	20	57400363.5	464	0.909090909	1	0.461174633	0.419249666	1
140690	CCCTC-binding factor like	CTCFL	20	57514920.4	496	1	0.294117647	0.437203585	0.12858929	1
5105	phosphoenolpyruvate carboxykinase 1	PCK1	20	57563768.5	397.5	0.727272727	1	0.51527595	0.374746145	1
81030	Z-DNA binding protein 1	ZBP1	20	57614470.25	1059	0.818181818	0.941176471	0.170934905	0.131629017	1
56937	prostate transmembrane protein, androgen induced 1	PMEPA1	20	57677039.13	290	0.909090909	1	0.616475585	0.56043235	1
105416157	NF-kappaB interacting long non-coding RNA	NKILA	20	57711481	329	0.909090909	1	0.577647888	0.525134444	1
128602	chromosome 20 open reading frame 85	C20orf85	20	58156026.5	358	1	1	0.550370032	0.550370032	1
140731	ankyrin repeat domain 60	ANKRD60	20	58222389	2750	0.818181818	0.5	0.010181764	0.004165267	1
55370	protein phosphatase 4 regulatory subunit 1 like (pseudogene)	PPP4R1L	20	58271107.5	556	1	0.5	0.395565162	0.197782581	1
57403	RAB22A, member RAS oncogene family	RAB22A	20	58338610.5	439	0.909090909	1	0.480812899	0.437102636	1
9217	VAMP associated protein B and C	VAPB	20	58420109	215	1	0.75	0.698631207	0.523973405	1
164284	APC down-regulated 1 like	APCDD1L	20	58489804.25	529	0.909090909	0.666666667	0.413787713	0.250780432	1
149773	APCDD1L antisense RNA 1 (head to head)	APCDD1L-AS1	20	58567635	273	1	1	0.634207185	0.634207185	1
79160	uncharacterized LOC79160	LOC79160	20	58635254.5	225	1	1	0.687074296	0.687074296	1
8675	syntaxin 16	STX16	20	58665389	463	0.818181818	0.888888889	0.46194454	0.335959666	1
105372695	uncharacterized LOC105372695	LOC105372695	20	58774117.5	290	0.727272727	1	0.616475585	0.44834588	1
149775	GNAS antisense RNA 1	GNAS-AS1	20	58834910	160	0.818181818	1	0.765757962	0.626529241	1
2778	GNAS complex locus	GNAS	20	58888753.17	417	0.636363636	0.76	0.498785163	0.241230642	1
51497	negative elongation factor complex member C/D	NELFCD	20	58988170	378.5	0.727272727	0.666666667	0.531868175	0.257875479	1
1522	cathepsin Z	CTSZ	20	59001220	507	0.818181818	1	0.429254648	0.351208349	1
81027	tubulin beta 1 class VI	TUBB1	20	59022953.5	465	0.909090909	1	0.460406008	0.418550917	1
51012	PRELI domain containing 3B	PRELID3B	20	59037995	451	0.909090909	1	0.471284303	0.428440275	1
128611	zinc finger protein 831	ZNF831	20	59225065.5	3362	0.909090909	0.916666667	0.00366837	0.003056975	1
1908	endothelin 3	EDN3	20	59313209	455	1	0.818181818	0.468150253	0.383032025	1
116154	phosphatase and actin regulator 3	PHACTR3	20	59744708.6	2153	0.909090909	1	0.027561733	0.025056121	1
10388	synaptonemal complex protein 2	SYCP2	20	59898609.5	1029	1	0.923076923	0.179706421	0.16588285	1
5509	protein phosphatase 1 regulatory subunit 3D	PPP1R3D	20	59938564	465	1	1	0.460406008	0.460406008	1
63939	family with sequence similarity 217 member B	FAM217B	20	59942861.25	312	0.909090909	1	0.594262692	0.540238811	1
60437	cadherin 26	CDH26	20	59995250.5	886	0.727272727	0.357142857	0.228116551	0.059251052	1
284756	chromosome 20 open reading frame 197	C20orf197	20	60060683.75	160	0.909090909	0.888888889	0.765757962	0.618794312	1
729296	uncharacterized LOC729296	LOC729296	20	60094536	187	1	1	0.732035201	0.732035201	1
284757	MIR646 host gene	MIR646HG	20	60230373.5	432	0.909090909	0.5	0.486459967	0.221118167	1
100506470	uncharacterized LOC100506470	LOC100506470	20	61079621	286	0.909090909	1	0.620602604	0.564184186	1
1002	cadherin 4	CDH4	20	61695576	573	0.909090909	1	0.38450568	0.349550618	1
6874	TATA-box binding protein associated factor 4	TAF4	20	62020303.5	366	1	1	0.543074429	0.543074429	1
149986	LSM family member 14B	LSM14B	20	62128919	568.5	0.636363636	0.882352941	0.387402737	0.217525601	1
5688	proteasome subunit alpha 7	PSMA7	20	62140092	489	0.727272727	0.5	0.442338469	0.160850352	1
26039	SS18L1, nBAF chromatin remodeling complex subunit	SS18L1	20	62163114.5	322	0.909090909	0.818181818	0.584432267	0.434701686	1
26164	mitochondrial ribosome associated GTPase 2	MTG2	20	62192889	339	0.909090909	0.875	0.568092309	0.45189161	1
11255	histamine receptor H3	HRH3	20	62217613.5	507	0.727272727	0.333333333	0.429254648	0.104061733	1
9885	oxysterol binding protein like 2	OSBPL2	20	62267348.5	378.5	1	0.461538462	0.531868175	0.245477619	1
11047	adhesion regulating molecule 1	ADRM1	20	62305878.5	356	1	1	0.552209195	0.552209195	1
3911	laminin subunit alpha 5	LAMA5	20	62338185.5	385	1	0.833333333	0.526132612	0.438443843	1
101928158	LAMA5 antisense RNA 1	LAMA5-AS1	20	62354743.5	374	1	1	0.535875535	0.535875535	1
6227	ribosomal protein S21	RPS21	20	62387792	245	1	1	0.664530841	0.664530841	1
81928	Cdk5 and Abl enzyme substrate 2	CABLES2	20	62397956	485	0.909090909	1	0.445299721	0.404817928	1
140893	RBBP8 N-terminal like	RBBP8NL	20	62418904.5	403	0.818181818	1	0.510570265	0.417739308	1
140628	GATA binding protein 5	GATA5	20	62469733	217	0.636363636	1	0.696304377	0.443102785	1
253868	C20orf166 antisense RNA 1	C20orf166-AS1	20	62547315	410	0.909090909	0.5	0.504643312	0.229383324	1
128826	MIR1-1 host gene	MIR1-1HG	20	62560608	343	0.818181818	1	0.564314485	0.461711851	1
28231	solute carrier organic anion transporter family member 4A1	SLCO4A1	20	62657369.5	361	0.909090909	0.555555556	0.547622765	0.276577154	1
100127888	SLCO4A1 antisense RNA 1	SLCO4A1-AS1	20	62664823.5	240	1	1	0.670096395	0.670096395	1
4923	neurotensin receptor 1	NTSR1	20	62735803.5	564	0.636363636	0.5	0.390321623	0.124193244	1
55257	MRG/MORF4L binding protein	MRGBP	20	62799071	1523	0.454545455	1	0.078830842	0.035832201	1
11054	opioid growth factor receptor	OGFR	20	62809412	387	0.363636364	1	0.524380298	0.190683745	1
1299	collagen type IX alpha 3 chain	COL9A3	20	62829110	381	0.909090909	0.333333333	0.529654826	0.160501463	1
100132911	diphthamide biosynthesis 3 pseudogene 1	DPH3P1	20	62845378	278	0.363636364	1	0.628939712	0.22870535	1
10732	transcription factor like 5	TCFL5	20	62854008	385.5	1	0.5	0.525693985	0.262846993	1
11083	death inducer-obliterator 1	DIDO1	20	62911117.08	701	0.909090909	0.583333333	0.310581781	0.16470246	1
54994	GID complex subunit 8 homolog	GID8	20	62943281.5	333	1	1	0.573806519	0.573806519	1
63910	solute carrier family 17 member 9	SLC17A9	20	62960621.5	397	0.909090909	1	0.515705884	0.468823531	1
100144596	long intergenic non-protein coding RNA 29	LINC00029	20	63035622	365	0.818181818	0.5	0.543981064	0.222537708	1
100144597	long intergenic non-protein coding RNA 1056	LINC01056	20	63045936.5	180	0.727272727	1	0.740632833	0.538642061	1
768096	highly accelerated region 1A (non-protein coding)	HAR1A	20	63102838	301	0.727272727	1	0.605267247	0.440194362	1
54915	YTH N6-methyladenosine RNA binding protein 1	YTHDF1	20	63205807.5	322	1	1	0.584432267	0.584432267	1
79444	baculoviral IAP repeat containing 7	BIRC7	20	63238194.5	467	1	1	0.458872601	0.458872601	1
128414	Na+/K+ transporting ATPase interacting 4	NKAIN4	20	63247661.5	190	1	1	0.728381122	0.728381122	1
100192386	uncharacterized LOC100192386	FLJ16779	20	63257796	158	1	1	0.768316884	0.768316884	1
55738	ADP ribosylation factor GTPase activating protein 1	ARFGAP1	20	63284119.5	242	0.909090909	0.875	0.667864601	0.531255933	1
57642	collagen type XX alpha 1 chain	COL20A1	20	63312059	347.5	1	0.8	0.560094454	0.448075563	1
1137	cholinergic receptor nicotinic alpha 4 subunit	CHRNA4	20	63352352.5	1724	0.909090909	1	0.056374946	0.051249951	1
3785	potassium voltage-gated channel subfamily Q member 2	KCNQ2	20	63444811.25	307	1	0.916666667	0.599239738	0.549303094	1
1917	eukaryotic translation elongation factor 1 alpha 2	EEF1A2	20	63493663	407	0.818181818	1	0.507174963	0.414961333	1
79144	pancreatic progenitor cell differentiation and proliferation factor	PPDPF	20	63521475	198	0.909090909	1	0.718725837	0.653387124	1
5753	protein tyrosine kinase 6	PTK6	20	63532896	415	0.909090909	0.666666667	0.500451946	0.30330421	1
6725	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	SRMS	20	63543713.5	1176	1	1	0.140628284	0.140628284	1
79025	fibronectin type III domain containing 11	FNDC11	20	63555247.83	361	1	1	0.547622765	0.547622765	1
85441	helicase with zinc finger 2	HELZ2	20	63564540.75	277	1	1	0.629989695	0.629989695	1
26205	glucocorticoid modulatory element binding protein 2	GMEB2	20	63607347	215	0.909090909	1	0.698631207	0.635119279	1
50861	stathmin 3	STMN3	20	63646446	185	1	1	0.734481432	0.734481432	1
51750	regulator of telomere elongation helicase 1	RTEL1	20	63677031	218	0.727272727	1	0.69514387	0.505559178	1
10139	ADP ribosylation factor related protein 1	ARFRP1	20	63703287	1134	0.727272727	1	0.150833794	0.109697305	1
84619	zinc finger CCCH-type and G-patch domain containing	ZGPAT	20	63721938	249.5	0.272727273	0.833333333	0.659561376	0.149900313	1
54923	Lck interacting transmembrane adaptor 1	LIME1	20	63737593.25	438	0.909090909	1	0.481615592	0.437832356	1
56731	SLC2A4 regulator	SLC2A4RG	20	63741953.5	326	0.909090909	1	0.580545782	0.527768893	1
140685	zinc finger and BTB domain containing 46	ZBTB46	20	63774585	219	1	0.666666667	0.693985297	0.462656864	1
101928604	ZBTB46 antisense RNA 1	ZBTB46-AS1	20	63815541	419	0.909090909	1	0.497123931	0.451930847	1
140701	abhydrolase domain containing 16B	ABHD16B	20	63862100	432	1	1	0.486459967	0.486459967	1
7165	tumor protein D52 like 2	TPD52L2	20	63878386	464	0.818181818	0.785714286	0.461174633	0.296469407	1
80331	DnaJ heat shock protein family (Hsp40) member C5	DNAJC5	20	63915566	435	0.818181818	1	0.484031719	0.396025952	1
54963	uridine-cytidine kinase 1 like 1	UCKL1	20	63946819.25	311	1	0.891304348	0.595254783	0.530553176	1
140700	sterile alpha motif domain containing 10	SAMD10	20	63976877	478	0.818181818	1	0.450529692	0.368615203	1
24148	pre-mRNA processing factor 6	PRPF6	20	64007088.5	384.5	1	1	0.526571605	0.526571605	1
54345	SRY-box 18	SOX18	20	64048675.5	507	1	1	0.429254648	0.429254648	1
6919	transcription elongation factor A2	TCEA2	20	64066108.75	490	1	1	0.441601239	0.441601239	1
10287	regulator of G-protein signaling 19	RGS19	20	64076455.75	275	0.909090909	1	0.632094922	0.574631747	1
198437	LKAAEAR motif containing 1	LKAAEAR1	20	64083869	251.5	1	1	0.65736467	0.65736467	1
4987	opioid related nociceptin receptor 1	OPRL1	20	64093285.33	908.5	0.727272727	1	0.219713715	0.159791793	1
2832	neuropeptides B/W receptor 2	NPBWR2	20	64106330	242	0.909090909	1	0.667864601	0.607149638	1
4661	myelin transcription factor 1	MYT1	20	64203363	283	1	1	0.623715989	0.623715989	1
55251	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	PCMTD2	20	64265960	1047	1	1	0.174390928	0.174390928	1
140849	long intergenic non-protein coding RNA 266-1	LINC00266-1	20	64296869	151.5	0.090909091	1	0.776692585	0.070608417	1
441058	uncharacterized LOC441058	MGC39584	21	9801454.5	227	0.909090909	1	0.684785956	0.622532688	1
574	B melanoma antigen	BAGE	21	10434090	398	0.545454545	1	0.514846374	0.280825295	1
7179	transmembrane phosphatase with tensin homology	TPTE	21	10563891.5	899	0.272727273	1	0.22322315	0.060879041	1
149998	lipase I	LIPI	21	14158866.5	249.5	0.727272727	0.571428571	0.659561376	0.274103429	1
